binary_tox,capitalized letters,character count,cleaner_text,comment_text,compound,identity_hate,insult,lemmatized_text,lgbtq hate,misogynist words,neg,neu,neutral,obscene,pos,racial_ethnic slurs,severe_toxic,special characters,swear words,threat,toxic,word count
0,2,88,"Blockage  The admin said the block would be 48 hours, its been more, what is the deal???","Blockage 
The admin said the block would be 48 hours, its been more, what is the deal???",-0.5329999999999999,0,0,"Blockage admin said block 48 hour , , deal ? ? ?",0,0,0.177,0.823,1,0,0.0,0,0,5,0,0,0,17
1,2,20,Faggot   Enough said,"Faggot 

Enough said",-0.6597,1,1,poof aforesaid,2,0,0.688,0.312,0,1,0.0,0,0,0,0,0,1,3
0,9,254,"notable basque chileans  per WP:BLP and WP:RS i've removed all the family and people's names from the list as they are all unsourced. if anyone has sources for these people actually being of basque descent, and notable, please feel free to add them back.","notable basque chileans 
per WP:BLP and WP:RS i've removed all the family and people's names from the list as they are all unsourced. if anyone has sources for these people actually being of basque descent, and notable, please feel free to add them back.",0.6808,0,0,"notable basque chilean WP : BLP WP : RS 've removed family people 's name list unsourced . source people actually basque descent , notable , feel free add .",0,0,0.0,0.882,1,0,0.118,0,0,8,0,0,0,44
1,5,44,"MATE, are you jewish?  Gayness is in the air","MATE, are you jewish?

Gayness is in the air",0.0,1,1,"mate , Judaic ? homoeroticism air",0,0,0.0,1.0,0,0,0.0,0,0,2,0,0,1,9
0,28,199,Edit war? You were the one at risk of violating WP:3RR. Not me. I fail to see how I can legitimately be accused of WP:EDITWARRING when I haven't even breached WP:3RR. This block is beyond ridiculous.,Edit war? You were the one at risk of violating WP:3RR. Not me. I fail to see how I can legitimately be accused of WP:EDITWARRING when I haven't even breached WP:3RR. This block is beyond ridiculous.,-0.9224,0,0,Edit war ? risk violating WP:3RR . . fail legitimately accused WP : EDITWARRING n't breached WP:3RR . block ridiculous .,0,0,0.3720000000000001,0.5660000000000001,1,0,0.062,0,0,9,0,0,0,36
1,1,45,why you are a bastard   I hope your dog dies.,"why you are a bastard 

I hope your dog dies.",-0.1531,0,1,mother_fucker hope go_after dysprosium .,0,0,0.282,0.484,0,1,0.234,0,0,1,0,1,1,10
1,1,22,Fuck off 1 inch weiner,Fuck off 1 inch weiner,-0.5423,0,0,screw 1 in weiner,0,0,0.5379999999999999,0.462,0,1,0.0,0,0,0,1,0,1,5
0,1,33,"""== Your help desk question ==  ""","""== Your help desk question ==

""",0.4019,0,0,`` == help desk question == ``,0,0,0.0,0.649,1,0,0.35100000000000003,0,0,6,0,0,0,7
0,2,160,"Since when do definitions or encyclopedia entries speak from opinion rather than factual information? It should be from a neutral point, its defining the truth.","Since when do definitions or encyclopedia entries speak from opinion rather than factual information? It should be from a neutral point, its defining the truth.",0.3182,0,0,"definition encyclopedia entry speak opinion factual information ? neutral point , defining truth .",0,0,0.0,0.909,1,0,0.091,0,0,3,0,0,0,25
0,3,71,""":I added him to """"fictional Mexicans"""" anyway. I hope that's okay.   """,""":I added him to """"fictional Mexicans"""" anyway. I hope that's okay. 

""",0.5859,0,0,`` : added `` '' fictional Mexicans '' '' . hope 's okay. ``,0,0,0.0,0.625,1,0,0.375,0,0,10,0,0,0,12
0,55,1735,"""   Angel   Well, yeah I'm a bit miffed to be honest. It's okay. Buffy Season Eight is a barrel of godly goodness, and by comparison Angel feels like Amazons Attack. Characterizations are off, I'm afraid. Connor's introduction felt ... crappy. Wesley's been introduced in the wrong way - don't jump him into a new role and backtrack characterization, do a Giles where you see him maybe two panels at a time and flesh him out through his own internal monologue. Lynch is a Spike fan, and he's projecting weird lusty desires onto Spike (vicariously?) - although Spike's not above the occasional Buffybot, it seems so strange. Strangest of all is Illyria. I would imagine she would either be desolate and destructive, walking about town killing without rest, or in some way secluded and shattered. For some reason it reminds me of Marvel vs. DC, where writers decided """"why introduce them cleverly? just have them start wailing on each other!"""" I also am trying my hardest to like Urru's style, but personally I think Jeanty and Lee are so much better, the slightly cartoony style better captures the tone of the series. Perhaps somebody like Nicola Scott would have been a better choice for Angel (by bizarre coincidence, going on her page after recommending her, she's done Illyria comics for IDW before!).  I'd say a good quality of the series is Betta George. I think 12 issues may be too long if this is the pace Lynch is going to have, and I'd have liked to see another writer try the Fight Night double-issue. I hate these publisher-exclusive contracts - I wish Geoff Johns or somebody could give it a go. I feel the book needs more pace, and better humour. Fix those two things and the other faults will fizzle away.~Talk to me! ""","""

 Angel 

Well, yeah I'm a bit miffed to be honest. It's okay. Buffy Season Eight is a barrel of godly goodness, and by comparison Angel feels like Amazons Attack. Characterizations are off, I'm afraid. Connor's introduction felt ... crappy. Wesley's been introduced in the wrong way - don't jump him into a new role and backtrack characterization, do a Giles where you see him maybe two panels at a time and flesh him out through his own internal monologue. Lynch is a Spike fan, and he's projecting weird lusty desires onto Spike (vicariously?) - although Spike's not above the occasional Buffybot, it seems so strange. Strangest of all is Illyria. I would imagine she would either be desolate and destructive, walking about town killing without rest, or in some way secluded and shattered. For some reason it reminds me of Marvel vs. DC, where writers decided """"why introduce them cleverly? just have them start wailing on each other!"""" I also am trying my hardest to like Urru's style, but personally I think Jeanty and Lee are so much better, the slightly cartoony style better captures the tone of the series. Perhaps somebody like Nicola Scott would have been a better choice for Angel (by bizarre coincidence, going on her page after recommending her, she's done Illyria comics for IDW before!).

I'd say a good quality of the series is Betta George. I think 12 issues may be too long if this is the pace Lynch is going to have, and I'd have liked to see another writer try the Fight Night double-issue. I hate these publisher-exclusive contracts - I wish Geoff Johns or somebody could give it a go. I feel the book needs more pace, and better humour. Fix those two things and the other faults will fizzle away.~Talk to me! """,0.9744,0,0,"`` Angel , yeah 'm bit miffed honest . 's okay . Buffy Season barrel godly goodness , comparison Angel feel like Amazons Attack . Characterizations , 'm afraid . Connor 's introduction felt ... crappy . Wesley 's introduced wrong way - n't jump new role backtrack characterization , Giles maybe panel time flesh internal monologue . Lynch Spike fan , 's projecting weird lusty desire Spike ( vicariously ? ) - Spike 's occasional Buffybot , strange . Strangest Illyria . imagine desolate destructive , walking town killing rest , way secluded shattered . reason reminds Marvel vs. DC , writer decided `` '' introduce cleverly ? start wailing ! '' '' trying hardest like Urru 's style , personally think Jeanty Lee better , slightly cartoony style better capture tone series . somebody like Nicola Scott better choice Angel ( bizarre coincidence , going page recommending , 's Illyria comic IDW ! ) . 'd say good quality series Betta George . think 12 issue long pace Lynch going , 'd liked writer try Fight Night double-issue . hate publisher-exclusive contract - wish Geoff Johns somebody . feel book need pace , better humour . Fix thing fault fizzle away.~Talk ! ``",0,0,0.095,0.743,1,0,0.162,0,0,68,0,0,0,304
1,9,536,"You are as empty-headed a Wikipedian as I have ever met.  You obviously do not know, nor do you want to know nor do you want anyone else to know why San Francisco is a great city to live in.  You are acting like a child because you refuse to view the images as they are offered for free.  Historcal, exciting images of a great city.  There is no other site on the web such such a good collection of images of that great city available like that for free and you want to sit there and whine because copies are also availble for ordering.","You are as empty-headed a Wikipedian as I have ever met.  You obviously do not know, nor do you want to know nor do you want anyone else to know why San Francisco is a great city to live in.  You are acting like a child because you refuse to view the images as they are offered for free.  Historcal, exciting images of a great city.  There is no other site on the web such such a good collection of images of that great city available like that for free and you want to sit there and whine because copies are also availble for ordering.",0.9733,0,0,"empty-headed Wikipedian met . obviously know , want know want know San Francisco great city live . acting like child refuse view image offered free . Historcal , exciting image great city . site web good collection image great city available like free want sit whine copy availble ordering .",0,0,0.085,0.674,0,0,0.241,0,0,8,0,0,1,105
0,8,63,"Okay Doug, I've taken it over to WP:RSN as per your suggestion.","Okay Doug, I've taken it over to WP:RSN as per your suggestion.",0.2263,0,0,"Okay Doug , 've taken WP : RSN suggestion .",0,0,0.0,0.853,1,0,0.147,0,0,4,0,0,0,12
0,4,143,"deletion discussion   You may want to voice an opinion, one way or the other, at Wikipedia:Articles for deletion/Incidents at independent parks","deletion discussion 

You may want to voice an opinion, one way or the other, at Wikipedia:Articles for deletion/Incidents at independent parks",0.0772,0,0,"deletion discussion want voice opinion , way , Wikipedia : Articles deletion/Incidents independent park",0,0,0.0,0.939,1,0,0.061,0,0,4,0,0,0,21
1,0,50,"figures you have aspergers, pedantic little fucker","figures you have aspergers, pedantic little fucker",-0.6133,0,1,"figure aspergers , academic small fucker",0,0,0.4,0.6,0,1,0.0,0,0,1,1,0,1,7
0,1,37,Good additions to revert too.  (talk),Good additions to revert too.  (talk),0.4404,0,0,Good addition revert . ( talk ),0,0,0.0,0.633,1,0,0.3670000000000001,0,0,3,0,0,0,6
1,16,261,"Some Peoples on Here are stupid Idiots and Arrogant. I know what I am doing and what I am editing. I give them Sources and Reliable ones but they won't listen to the Crap I give them. These peoples are so bias. I guess i rue, They do give out false information.","Some Peoples on Here are stupid Idiots and Arrogant. I know what I am doing and what I am editing. I give them Sources and Reliable ones but they won't listen to the Crap I give them. These peoples are so bias. I guess i rue, They do give out false information.",-0.8401,0,1,"people stupid changeling chesty . bed editing . source reliable unrivaled wo n't listen Irish_bull . multitude bias . opine regret , fake information .",0,0,0.196,0.804,0,0,0.0,0,0,7,0,0,1,52
0,0,58,all of these recources are useful(odog009)(24.34.36.196  ),all of these recources are useful(odog009)(24.34.36.196  ),0.0,0,0,recources useful ( odog009 ) ( 24.34.36.196 ),0,0,0.0,1.0,1,0,0.0,0,0,7,0,0,0,7
0,15,619,""" Well, the problem I keep hearing from Fox is that nowadays it is becoming extremely and continually difficult to tell what is """"news,"""" even those news away from the personalities. But another problem is that information easily gets manipulated or misinterpreted in that channel and yet people still believe it. For example, Bill O'Riley openly discredited the WWII veterans, but a few days later it read on the Fox News website that he said so otherwise! So information information put on that channel is changed according to the convenience of the personalities, whether it be in a few days or months, or years.   ""","""
Well, the problem I keep hearing from Fox is that nowadays it is becoming extremely and continually difficult to tell what is """"news,"""" even those news away from the personalities. But another problem is that information easily gets manipulated or misinterpreted in that channel and yet people still believe it.
For example, Bill O'Riley openly discredited the WWII veterans, but a few days later it read on the Fox News website that he said so otherwise! So information information put on that channel is changed according to the convenience of the personalities, whether it be in a few days or months, or years.   """,-0.7205,0,0,"`` , problem hearing Fox nowadays extremely continually difficult tell `` '' news , '' '' news away personality . problem information easily get manipulated misinterpreted channel people believe . example , O'Riley openly discredited WWII veteran , day later read Fox News website said ! information information channel changed according convenience personality , day month , years. ``",0,0,0.106,0.8640000000000001,1,0,0.031,0,0,17,0,0,0,105
0,25,1066,"Caspian blue / Appletrees   I encountered problems with  along the lines of the usual Japanese-Korean psychoses. I want to state clearly that I am not Asian myself and was merely attempting a clean up of contentious topics that divide the two nations. I would say that I encourage fairly fierce gaming to deincentivize me from editing from the individual and others with similarly good grounds for prejudice and similarly poor discussion skills ... or at least unwilling to discuss rather than edit war.  Casually browsing the Wiki, I discovered that Caspian blue was previously  and that similar J-K issues has arisen under their previous account. Looking at the account, the history has been removed making this harder to gauge.   I noticed that you had been dragged into before. I am wondering about the ethics of erasing histories in this manner, why did it happened and was it right? Are they accessible somewhere else I do not know about? The two accounts appear to have been used simultaneously but I am new to this so I am not sure.  Thank you. 60.42.244.160","Caspian blue / Appletrees 

I encountered problems with  along the lines of the usual Japanese-Korean psychoses. I want to state clearly that I am not Asian myself and was merely attempting a clean up of contentious topics that divide the two nations. I would say that I encourage fairly fierce gaming to deincentivize me from editing from the individual and others with similarly good grounds for prejudice and similarly poor discussion skills ... or at least unwilling to discuss rather than edit war.

Casually browsing the Wiki, I discovered that Caspian blue was previously  and that similar J-K issues has arisen under their previous account. Looking at the account, the history has been removed making this harder to gauge.
 
I noticed that you had been dragged into before. I am wondering about the ethics of erasing histories in this manner, why did it happened and was it right? Are they accessible somewhere else I do not know about? The two accounts appear to have been used simultaneously but I am new to this so I am not sure.

Thank you. 60.42.244.160",-0.7759,0,0,"Caspian blue / Appletrees encountered problem line usual Japanese-Korean psychosis . want state clearly Asian merely attempting clean contentious topic divide nation . say encourage fairly fierce gaming deincentivize editing individual similarly good ground prejudice similarly poor discussion skill ... unwilling discus edit war . Casually browsing Wiki , discovered Caspian blue previously similar J-K issue arisen previous account . Looking account , history removed making harder gauge . noticed dragged . wondering ethic erasing history manner , happened right ? accessible know ? account appear used simultaneously new sure . Thank . 60.42.244.160",0,0,0.094,0.8490000000000001,1,0,0.057,0,0,22,0,0,0,181
1,0,44,oi ya fag   stop deleting me post ya gay boi,"oi ya fag 

stop deleting me post ya gay boi",-0.6486,1,1,oi ya fag stopover cancel send ya merry boi,1,0,0.398,0.602,0,1,0.0,0,0,0,0,0,1,10
0,12,163,"""    engine"""" AND """"CSS 3 support"""" -wikipedia -site:wikipedia.org (27,600 items)   engine"""" AND """"CSS 3 support"""" -wikipedia -site:wikipedia.org (64,400 items)  """,""" 
 http://www.google.com/search?q=""""browser engine"""" AND """"CSS 3 support"""" -wikipedia -site:wikipedia.org (27,600 items)
 http://www.google.com/search?q=""""layout engine"""" AND """"CSS 3 support"""" -wikipedia -site:wikipedia.org (64,400 items)  """,0.0,0,0,"`` engine '' '' `` '' CSS 3 support '' '' -wikipedia -site : wikipedia.org ( 27,600 item ) engine '' '' `` '' CSS 3 support '' '' -wikipedia -site : wikipedia.org ( 64,400 item ) ''",0,0,0.0,1.0,1,0,0.0,0,0,28,0,0,0,20
0,5,43,"February 2009 (UTC)  He's back.   19:50, 20","February 2009 (UTC)

He's back.   19:50, 20",0.0,0,0,"February 2009 ( UTC ) 's . 19:50 , 20",0,0,0.0,1.0,1,0,0.0,0,0,6,0,0,0,7
0,7,330,"Tenderloin Article Thanks for the compliment. As far as posting wikipedia policy, I meant it for past, current, and future editors to that page. Looking at that talk page and history of the article, its mind-blowing that people were able to get away with such policy violations. I will continue to keep an eye for such violations.","Tenderloin Article
Thanks for the compliment. As far as posting wikipedia policy, I meant it for past, current, and future editors to that page. Looking at that talk page and history of the article, its mind-blowing that people were able to get away with such policy violations. I will continue to keep an eye for such violations.",-0.25,0,0,"Tenderloin Article Thanks compliment . far posting wikipedia policy , meant past , current , future editor page . Looking talk page history article , mind-blowing people able away policy violation . continue eye violation .",0,0,0.125,0.7809999999999999,1,0,0.094,0,0,9,0,0,0,57
0,25,757,"Wikipedia M.O.? M.O.? What M.O.? There is no M.O. Your critique is unsubstantiated; thus, irrelevant. You believe that projects shouldn't be organized. Without organization, nothing will result from this discussion. FeloniousMonk made the problem clear, there has been literally no progress in 10 months. Now is time for a change in the way we're working. I realize that you disdain change and label anything you don't like unrealistic but let's set aside your petty grievances and finish the article collaboratively. If not, then the article will remain protected for as long as there exists dispute on this page.  By the way, tone is how you perceive it. You must have a sixth sense if you can hear my tone by reading plain text.  08:24, 10 Nov 2004 (UTC)","Wikipedia M.O.? M.O.? What M.O.? There is no M.O. Your critique is unsubstantiated; thus, irrelevant. You believe that projects shouldn't be organized. Without organization, nothing will result from this discussion. FeloniousMonk made the problem clear, there has been literally no progress in 10 months. Now is time for a change in the way we're working. I realize that you disdain change and label anything you don't like unrealistic but let's set aside your petty grievances and finish the article collaboratively. If not, then the article will remain protected for as long as there exists dispute on this page.

By the way, tone is how you perceive it. You must have a sixth sense if you can hear my tone by reading plain text.  08:24, 10 Nov 2004 (UTC)",-0.8246,0,0,"Wikipedia M.O. ? M.O. ? M.O. ? M.O . critique unsubstantiated ; , irrelevant . believe project n't organized . organization , result discussion . FeloniousMonk problem clear , literally progress 10 month . time change way 're working . realize disdain change label n't like unrealistic let 's set aside petty grievance finish article collaboratively . , article remain protected long exists dispute page . way , tone perceive . sixth sense hear tone reading plain text . 08:24 , 10 Nov 2004 ( UTC )",0,0,0.13,0.816,1,0,0.054000000000000006,0,0,34,0,0,0,128
0,11,457,""" Now if there were a page on their website that (1) had detailed information about lymphoma on it AND (2) that information was not included in this article AND (3) that information was of interest to the """"general reader"""" (as opposed to primarily patients or physicians) AND (4) that information was different from what the other links provided, then that specific page could probably be justified under Wikipedia's complicated anti-spam guidelines.     ""","""
Now if there were a page on their website that (1) had detailed information about lymphoma on it AND (2) that information was not included in this article AND (3) that information was of interest to the """"general reader"""" (as opposed to primarily patients or physicians) AND (4) that information was different from what the other links provided, then that specific page could probably be justified under Wikipedia's complicated anti-spam guidelines.     """,0.6908,0,0,"`` page website ( 1 ) detailed information lymphoma ( 2 ) information included article ( 3 ) information `` '' general reader '' '' ( opposed primarily patient physician ) ( 4 ) information different link provided , specific page probably justified Wikipedia 's complicated anti-spam guidelines. ``",0,0,0.0,0.923,1,0,0.077,0,0,20,0,0,0,73
0,33,221,"""   Baanuke Gai And Newcomers   Can You Ad Banzuke-Gai (Simmalar to MAEZUMO) To The Template And I""""m not trying to complain but you still havent made pages of oiwato And Sotairyu Ryozo So please Please PLEASE do that.  ""","""

 Baanuke Gai And Newcomers 

Can You Ad Banzuke-Gai (Simmalar to MAEZUMO) To The Template And I""""m not trying to complain but you still havent made pages of oiwato And Sotairyu Ryozo So please Please PLEASE do that.  """,0.9145,0,0,`` Baanuke Gai Newcomers Ad Banzuke-Gai ( Simmalar MAEZUMO ) Template '' '' trying complain havent page oiwato Sotairyu Ryozo that. ``,0,0,0.0,0.721,1,0,0.279,0,0,8,0,0,0,39
0,10,289,Seagate Technology   Hello.  This message is being sent to inform you that there currently is a discussion at Wikipedia:Administrators' noticeboard/Incidents regarding an issue with which you are involved and I referenced yr actions. Not sure I had to post this but better safe than sorry.,"Seagate Technology 

Hello.  This message is being sent to inform you that there currently is a discussion at Wikipedia:Administrators' noticeboard/Incidents regarding an issue with which you are involved and I referenced yr actions. Not sure I had to post this but better safe than sorry.",0.7763,0,0,Seagate Technology Hello . message sent inform currently discussion Wikipedia : Administrators ' noticeboard/Incidents regarding issue involved referenced yr action . sure post better safe sorry .,0,0,0.06,0.7809999999999999,1,0,0.158,0,0,6,1,0,0,45
0,1,80,Thank you but it was not my intention to oppose my blocking due to i suggest it.,Thank you but it was not my intention to oppose my blocking due to i suggest it.,-0.3919,0,0,Thank intention oppose blocking suggest .,0,0,0.17800000000000002,0.731,1,0,0.091,0,0,1,0,0,0,17
0,5,291,"""  I've encountered this wonderful and dedicated Wikipedian already, and looks like he's locked in on you now. Being """"responsible for your own actions"""" is his tagline.  Best just to let him put whatever he wants on your talk page and completely ignore him. Seriously, it's not worth it.  ""","""

I've encountered this wonderful and dedicated Wikipedian already, and looks like he's locked in on you now. Being """"responsible for your own actions"""" is his tagline.  Best just to let him put whatever he wants on your talk page and completely ignore him. Seriously, it's not worth it.  """,0.8642,0,0,"`` 've encountered wonderful dedicated Wikipedian , look like 's locked . `` '' responsible action '' '' tagline . Best let want talk page completely ignore . Seriously , 's worth it. ``",0,0,0.104,0.667,1,0,0.229,0,0,15,0,0,0,50
0,10,121,"""   External link to NIFLA   Why has this been removed?  WMO, you may have some explaining to do on this one.    speak! ""","""

 External link to NIFLA 

Why has this been removed?  WMO, you may have some explaining to do on this one.    speak! """,0.0,0,0,"`` External link NIFLA removed ? WMO , explaining . speak ! ``",0,0,0.0,1.0,1,0,0.0,0,0,6,0,0,0,23
1,9,192,"British people, or Britons,[7] are inhabitants of Great Britain[8][9] or citizens of the United Kingdom. I dont think this is about an ethnicity/race Wobbs. Haha, yous a complete fuckin moron.","British people, or Britons,[7] are inhabitants of Great Britain[8][9] or citizens of the United Kingdom. I dont think this is about an ethnicity/race Wobbs. Haha, yous a complete fuckin moron.",0.7717,0,1,"British people , Britons , [ 7 ] inhabitant Great Britain [ 8 ] [ 9 ] citizen United Kingdom . dont think ethnicity/race Wobbs . Haha , yous complete fuckin moron .",0,0,0.086,0.647,0,1,0.267,0,0,13,1,0,1,30
0,0,56,"photo, but left the article without a leading img at all","photo, but left the article without a leading img at all",0.0,0,0,"photo , left article leading img",0,0,0.0,1.0,1,0,0.0,0,0,1,0,0,0,11
1,2,65,"Wow, what a blatant racist you are.  Have you considered therapy?","Wow, what a blatant racist you are.  Have you considered therapy?",-0.0516,0,0,"Wow , blatant racist . considered therapy ?",0,0,0.253,0.506,0,0,0.241,0,0,3,0,0,1,11
0,3,312,""" I respect your rationale,but if a topic is so talked about and has references whats the need for a wiki entry. I need to rethink using wiki at all, if not contributing to it (cause its not better than google search for consolidation of information)  —Preceding unsigned comment added by  (talk • contribs)    """,""" I respect your rationale,but if a topic is so talked about and has references whats the need for a wiki entry. I need to rethink using wiki at all, if not contributing to it (cause its not better than google search for consolidation of information)  —Preceding unsigned comment added by  (talk • contribs)  

""",0.1764,0,0,"`` respect rationale , topic talked reference whats need wiki entry . need rethink using wiki , contributing ( cause better google search consolidation information ) —Preceding unsigned comment added ( talk • contribs ) ``",0,0,0.047,0.893,1,0,0.06,0,0,11,0,0,0,55
0,0,58,just stoppin by to say hi to all my buddies 134.208.33.104,just stoppin by to say hi to all my buddies 134.208.33.104,0.0,0,0,stoppin say hi buddy 134.208.33.104,0,0,0.0,1.0,1,0,0.0,0,0,3,0,0,0,11
0,2,194,""" Btw, I am not the only one who feels the article should be longer, the rating the independent article was given on the talk page indicates that too, noting this article is only a """"start"""".  ""","""
Btw, I am not the only one who feels the article should be longer, the rating the independent article was given on the talk page indicates that too, noting this article is only a """"start"""".  """,0.0,0,0,"`` Btw , feel article longer , rating independent article given talk page indicates , noting article `` '' start '' '' . ``",0,0,0.0,1.0,1,0,0.0,0,0,10,0,0,0,37
0,6,424,"I'm sorry that you probably don't know how to read,and you use English-Arabic dictionary; I tried to answer you at your talking page in your language, but unfortunately you aren't friendly today.If you won't protect your opinions, at least don't change the article with no consensus. by the way I protest, about the non-neutral administration of the administers, which are obviously inclining to favor of you. 77.126.147.117","I'm sorry that you probably don't know how to read,and you use English-Arabic dictionary;
I tried to answer you at your talking page in your language, but unfortunately you aren't friendly today.If you won't protect your opinions, at least don't change the article with no consensus.
by the way I protest, about the non-neutral administration of the administers, which are obviously inclining to favor of you.
77.126.147.117",-0.8812,0,0,"'m sorry probably n't know read , use English-Arabic dictionary ; tried answer talking page language , unfortunately n't friendly today.If wo n't protect opinion , n't change article consensus . way protest , non-neutral administration administers , obviously inclining favor . 77.126.147.117",0,0,0.204,0.75,1,0,0.046,0,0,19,0,0,0,67
0,5,177,"""   Michigan model   It does not fall under db-nocontext as it clearly states that it is """"a theory of voter choice"""". You may wish to prod or AfD the article instead. —·comms ""","""

 Michigan model 

It does not fall under db-nocontext as it clearly states that it is """"a theory of voter choice"""". You may wish to prod or AfD the article instead. —·comms """,0.6597,0,0,`` Michigan model fall db-nocontext clearly state `` '' theory voter choice '' '' . wish prod AfD article instead . —·comms ``,0,0,0.0,0.843,1,0,0.157,0,0,11,0,0,0,33
1,11,52,J .Mabel you are a GARBGE!   You delete Sorin Cerin?,"J .Mabel you are a GARBGE! 

You delete Sorin Cerin?",0.0,0,1,watt_second .Mabel GARBGE ! erase Sorin Cerin ?,0,0,0.0,1.0,0,0,0.0,0,0,3,0,0,1,10
0,4,111,"February 2008   Please stop. If you continue to vandalize pages, }} you will be blocked from editing Wikipedia.","February 2008 

Please stop. If you continue to vandalize pages, }} you will be blocked from editing Wikipedia.",-0.25,0,0,"February 2008 stop . continue vandalize page , } } blocked editing Wikipedia .",0,0,0.199,0.6940000000000001,1,0,0.106,0,0,5,0,0,0,18
0,6,136,"You will not you stop? What you want? Destroy the articles? She almost married him, why do you not delete it on the page Adam Brody too?","You will not you stop? What you want? Destroy the articles? She almost married him, why do you not delete it on the page Adam Brody too?",-0.506,0,0,"stop ? want ? Destroy article ? married , delete page Adam Brody ?",0,0,0.141,0.758,1,0,0.101,0,0,5,0,0,0,27
1,0,59,you a cunt   your a fuckin asshole bitch. il fuckin ream ya,"you a cunt 

your a fuckin asshole bitch. il fuckin ream ya",-0.7906,0,1,cunt fuckin asshole bitch . il fuckin ream ya,0,2,0.467,0.5329999999999999,0,1,0.0,0,1,1,4,0,1,12
1,13,143,Going to sort you out   So you're back eh? I haven't forgotten. You're going to get it you little shit. I have HORRIBLE things planned for you!,"Going to sort you out 

So you're back eh? I haven't forgotten. You're going to get it you little shit. I have HORRIBLE things planned for you!",-0.7847,0,0,go sort 're eh ? n't forget . 're buy_the_farm fiddling ca-ca . atrocious thing contrive !,0,0,0.242,0.7040000000000001,0,0,0.053,0,0,7,1,0,1,27
1,18,146,Oh really??? 15% Huh? wow who knew that 15% was half of 25???? wow thank you for that great math lesson NOT. Oh and one more thing YOUR THE IDIOT.,Oh really??? 15% Huh? wow who knew that 15% was half of 25???? wow thank you for that great math lesson NOT. Oh and one more thing YOUR THE IDIOT.,0.9128,0,1,OH really ? ? ? xv % Huh ? scream have_intercourse 15 % half twenty-five ? ? ? ? wow give_thanks with_child maths lesson . Buckeye_State thing changeling .,0,0,0.09,0.5589999999999999,0,1,0.35100000000000003,0,0,12,0,0,1,30
0,15,486,"""  Blackout Crew Hi there. I noticed that you were an editor that deleted the Blackout Crew wikipedia page. Do you happen to have saved off a copy of it? The band are notable due to the fact that the album is #42 on the British album chart this week and hence satisfies """"Has had a charted single or album on any national music chart"""" on WP:Music under """"Criteria for musicians and ensembles"""". I was going to use the old version of the page to create a new, tidy and sourced version.""","""

Blackout Crew
Hi there. I noticed that you were an editor that deleted the Blackout Crew wikipedia page. Do you happen to have saved off a copy of it? The band are notable due to the fact that the album is #42 on the British album chart this week and hence satisfies """"Has had a charted single or album on any national music chart"""" on WP:Music under """"Criteria for musicians and ensembles"""". I was going to use the old version of the page to create a new, tidy and sourced version.""",0.7717,0,0,"`` Blackout Crew Hi . noticed editor deleted Blackout Crew wikipedia page . happen saved copy ? band notable fact album # 42 British album chart week satisfies `` '' charted single album national music chart '' '' WP : Music `` '' Criteria musician ensemble '' '' . going use old version page create new , tidy sourced version . ''",0,0,0.0,0.915,1,0,0.085,0,0,18,0,0,0,92
